##--Author      JRM Annand   29th Apr 2003
##--Update      R Gregor...
##--Description
##                *** Acqu++ <-> Root ***
## Online/Offline Analysis of Sub-Atomic Physics Experimental Data
##
## Parameter File: TAPS_BaF2.dat
## Setup of decoding of BaF2 information
##
##-----------------------------------------------------------------------
## Total # Elements in array, Pulse-Height info? Time info? Position info?
## Info switch is off/on = 0/1
##      Total   Energy? Time?   Position?
#
Size:  384    1       1       1
#RawHits:
#BitPattern: data/Dec_07/TAPS/TAPS.pat
#
#
#
# Now enter the information for each element....if the number of
# elements is specified as 10 above then there must be 10 element spec lines
# ADCs low,high define in MeV the range of a valid hit.
# ped is the zero-point offset channel and MeV/ch is the ADC conversionsion
# TDCs low, high define in ns the range of a valid hit.
# Off is the time-zero offset channel and ns/ch is the conversion gain.
# Pos 3-vector usually relates to the center of the front face of a crystal
# assuming origin at center of target, beam in z-direction
# with Bene's calib-files
#        ADC#  low  high ped  MeV/ch  TDC#  low/high Off ns/ch  Pos x,y,z (cm)
Element: 30401  9999.000  9999.  86.76   0.01    30601M0  -2000.0  2000.0 0.0  0.1000   -5.196152    3.000000  146.350000 
Element: 30402  9999.000  9999.  85.15   0.01    30602M0  -2000.0  2000.0 0.0  0.1000  -10.392304    6.000000  146.350000
Element: 30403  9999.000  9999.  84.97   0.01    30603M0  -2000.0  2000.0 0.0  0.1000  -10.392304    0.000000  146.350000
Element: 26004     0.175  9999.  85.07   0.01    26304  -200.0  200.0 2949.7220  0.099490  -15.588456    9.000000  146.350000
Element: 26005     0.255  9999.  85.51   0.01    26305  -200.0  200.0 2948.2659  0.098514  -15.588456    3.000000  146.350000
Element: 26006     0.281  9999.  84.80   0.01    26306  -200.0  200.0 2955.8684  0.098045  -15.588456   -3.000000  146.350000
Element: 26007     0.242  9999.  84.57   0.01    26307  -200.0  200.0 2941.6130  0.098855  -20.784609   12.000000  146.350000
Element: 26008     0.238  9999.  84.56   0.01    26308  -200.0  200.0 2937.3597  0.098546  -20.784609    6.000000  146.350000
Element: 26009     0.314  9999.  85.06   0.01    26309  -200.0  200.0 2966.0171  0.098576  -20.784609    0.000000  146.350000
Element: 26010     0.230  9999.  83.67   0.01    26310  -200.0  200.0 2943.6221  0.098811  -20.784609   -6.000000  146.350000
Element: 26011     0.282  9999.  86.01   0.01    26311  -200.0  200.0 2959.9750  0.097990  -25.980761   15.000000  146.350000
Element: 26012     0.169  9999.  85.11   0.01    26312  -200.0  200.0 2965.3668  0.098353  -25.980761    9.000000  146.350000
Element: 26013     0.196  9999.  85.83   0.01    26313  -200.0  200.0 2942.8954  0.098202  -25.980761    3.000000  146.350000
Element: 26014     0.180  9999.  85.58   0.01    26314  -200.0  200.0 2915.8923  0.098745  -25.980761   -3.000000  146.350000
Element: 26015     0.175  9999.  85.19   0.01    26315  -200.0  200.0 2954.6204  0.098556  -25.980761   -9.000000  146.350000
Element: 26016     0.261  9999.  85.00   0.01    26316  -200.0  200.0 2988.5337  0.098843  -31.176912   18.000000  146.350000
Element: 26017     0.198  9999.  84.85   0.01    26317  -200.0  200.0 2896.8220  0.099337  -31.176912   12.000000  146.350000
Element: 26018     0.167  9999.  85.88   0.01    26318  -200.0  200.0 2886.8682  0.099502  -31.176912    6.000000  146.350000
Element: 26019     0.244  9999.  85.46   0.01    26319  -200.0  200.0 2923.4324  0.098641  -31.176912    0.000000  146.350000
Element: 26020     0.275  9999.  84.51   0.01    26320  -200.0  200.0 2894.5161  0.098716  -31.176912   -6.000000  146.350000
Element: 26021     0.263  9999.  86.08   0.01    26321  -200.0  200.0 2889.4531  0.099512  -31.176912  -12.000000  146.350000
Element: 26022     0.218  9999.  85.99   0.01    26322  -200.0  200.0 2887.7325  0.099836  -36.373062   21.000000  146.350000
